,informant,start,end,filename,corpus,text,gender,age
020721_VIK1941_Razdorskaya-1020636-1024874,VIK1941,1020.636,1024.874,audio_files/020721_VIK1941_Razdorskaya-1020636-1024874.wav,don_rnd,только отец если есть – на него получали и всё.  ,,
020721_VIK1941_Razdorskaya-1024874-1030011,VIK1941,1024.874,1030.011,audio_files/020721_VIK1941_Razdorskaya-1024874-1030011.wav,don_rnd,"Эти, конечно, бедно жили, потому что у них где же было.  ",,
020721_VIK1941_Razdorskaya-1030011-1038647,VIK1941,1030.011,1038.647,audio_files/020721_VIK1941_Razdorskaya-1030011-1038647.wav,don_rnd,"Тогда нет, сенокос – делили на мужиков, на мужиков сенокос.  ",,
020721_VIK1941_Razdorskaya-1038647-1044533,VIK1941,1038.647,1044.533,audio_files/020721_VIK1941_Razdorskaya-1038647-1044533.wav,don_rnd,"Сколько б ты там коров ни имел, хоть коров, хоть быков, хоть кого, как хочешь тогда,
          ",,
020721_VIK1941_Razdorskaya-1044533-1048340,VIK1941,1044.533,1048.34,audio_files/020721_VIK1941_Razdorskaya-1044533-1048340.wav,don_rnd,"как хочешь. Тогда все сенокосы скосят,  ",,
020721_VIK1941_Razdorskaya-1048340-1055410,VIK1941,1048.34,1055.41,audio_files/020721_VIK1941_Razdorskaya-1048340-1055410.wav,don_rnd,"а они тогда идут как оборушки: где кто-то недокосил, где-то чего-то. Кто, ну у кого
         мужчин нет.  ",,
020721_VIK1941_Razdorskaya-1055397-1057954,Interviewer,1055.397,1057.954,audio_files/020721_VIK1941_Razdorskaya-1055397-1057954.wav,standart,"""Оборушки"" - это что? ",,
020721_VIK1941_Razdorskaya-1057930-1063636,VIK1941,1057.93,1063.636,audio_files/020721_VIK1941_Razdorskaya-1057930-1063636.wav,don_rnd,"Оборушки – ну это когда соберут урожай, а там что остаётся на поле, это оборушки.
          ",,
020721_VIK1941_Razdorskaya-1063624-1064465,Interviewer,1063.624,1064.465,audio_files/020721_VIK1941_Razdorskaya-1063624-1064465.wav,standart,Это на поле? ,,
020721_VIK1941_Razdorskaya-1064454-1067681,VIK1941,1064.454,1067.681,audio_files/020721_VIK1941_Razdorskaya-1064454-1067681.wav,don_rnd,"Вот как в колхозе было, раньше-то было как.  ",,
020721_VIK1941_Razdorskaya-1067681-1075352,VIK1941,1067.681,1075.352,audio_files/020721_VIK1941_Razdorskaya-1067681-1075352.wav,don_rnd,"Скосили – идите и семечки бейте, и кукурузу собирайте, что упало – то ваше.  ",,
020721_VIK1941_Razdorskaya-1075352-1078988,VIK1941,1075.352,1078.988,audio_files/020721_VIK1941_Razdorskaya-1075352-1078988.wav,don_rnd,"Ходили, собирали, мешками носили, ой.  ",,
020721_VIK1941_Razdorskaya-1078988-1084761,VIK1941,1078.988,1084.761,audio_files/020721_VIK1941_Razdorskaya-1078988-1084761.wav,don_rnd,"А сначала-то не разрешали, не разрешали колосики даже собирать  ",,
020721_VIK1941_Razdorskaya-1084726-1085271,Interviewer,1084.726,1085.271,audio_files/020721_VIK1941_Razdorskaya-1084726-1085271.wav,standart,На поле? ,,
020721_VIK1941_Razdorskaya-1084761-1089499,VIK1941,1084.761,1089.499,audio_files/020721_VIK1941_Razdorskaya-1084761-1089499.wav,don_rnd,"после войны, да, не разрешали, не разрешали.  ",,
020721_VIK1941_Razdorskaya-1089500-1093215,VIK1941,1089.5,1093.215,audio_files/020721_VIK1941_Razdorskaya-1089500-1093215.wav,don_rnd,"А мы всё равно, дети же, а мама в лесополосе сидит,  ",,
020721_VIK1941_Razdorskaya-1093215-1097249,VIK1941,1093.215,1097.249,audio_files/020721_VIK1941_Razdorskaya-1093215-1097249.wav,don_rnd,"а мы побежим, колосики-то, ну маленьких-то не трогали же.  ",,
020721_VIK1941_Razdorskaya-1097249-1101863,VIK1941,1097.249,1101.863,audio_files/020721_VIK1941_Razdorskaya-1097249-1101863.wav,don_rnd,"Собираем-собираем, собираем-собираем, ну, сумку насобираем, пойдём.  ",,
020721_VIK1941_Razdorskaya-1101863-1109738,VIK1941,1101.863,1109.738,audio_files/020721_VIK1941_Razdorskaya-1101863-1109738.wav,don_rnd,"Там дома помолотят, кашка уже, они перекрутят на мясорубку, ладушки. ",,
020721_VIK1941_Razdorskaya-1109715-1111204,Activity,1109.715,1111.204,audio_files/020721_VIK1941_Razdorskaya-1109715-1111204.wav,don_rnd,Смеется ,,
020721_VIK1941_Razdorskaya-1111191-1112511,Interviewer,1111.191,1112.511,audio_files/020721_VIK1941_Razdorskaya-1111191-1112511.wav,standart,"""Ладушки"" - это что? ",,
020721_VIK1941_Razdorskaya-1112511-1114283,VIK1941,1112.511,1114.283,audio_files/020721_VIK1941_Razdorskaya-1112511-1114283.wav,don_rnd,"Ну, блинчики, ладики. ",,
020721_VIK1941_Razdorskaya-1114261-1115305,Interviewer,1114.261,1115.305,audio_files/020721_VIK1941_Razdorskaya-1114261-1115305.wav,standart,На мясорубку? ,,
020721_VIK1941_Razdorskaya-1115318-1121738,VIK1941,1115.318,1121.738,audio_files/020721_VIK1941_Razdorskaya-1115318-1121738.wav,don_rnd,"Зерно перетрут, а потом уже пекут или пышку, или ладушки.  ",,
020721_VIK1941_Razdorskaya-1121704-1123511,Interviewer,1121.704,1123.511,audio_files/020721_VIK1941_Razdorskaya-1121704-1123511.wav,standart,А что добавят ещё? ,,
020721_VIK1941_Razdorskaya-1123352-1129863,VIK1941,1123.352,1129.863,audio_files/020721_VIK1941_Razdorskaya-1123352-1129863.wav,don_rnd,"Ну картошки добавят, мучички добавят горсточку, конечно, а то ж она не слепится. ",,
020721_VIK1941_Razdorskaya-1129831-1135431,Interviewer,1129.831,1135.431,audio_files/020721_VIK1941_Razdorskaya-1129831-1135431.wav,standart,"Бабушка Вера, а Вы сказали, вот сыновьям он по хатке купил, а девочкам? ",,
020721_VIK1941_Razdorskaya-1135227-1142022,VIK1941,1135.227,1142.022,audio_files/020721_VIK1941_Razdorskaya-1135227-1142022.wav,don_rnd,"Девочкам нет, девочки должны в мужьях получать там всё, в мужьях.  ",,
020721_VIK1941_Razdorskaya-1141810-1144081,Interviewer,1141.81,1144.081,audio_files/020721_VIK1941_Razdorskaya-1141810-1144081.wav,standart,А приданое? С собой ничего? ,,
020721_VIK1941_Razdorskaya-1143545-1146954,VIK1941,1143.545,1146.954,audio_files/020721_VIK1941_Razdorskaya-1143545-1146954.wav,don_rnd,"Приданое... Ну приданое, а чего тогда – кровать...    ",,
020721_VIK1941_Razdorskaya-1146954-1151840,VIK1941,1146.954,1151.84,audio_files/020721_VIK1941_Razdorskaya-1146954-1151840.wav,don_rnd,"Кровать, перина, подушки, стол, два стула, всё!  ",,
020721_VIK1941_Razdorskaya-1151840-1155863,VIK1941,1151.84,1155.863,audio_files/020721_VIK1941_Razdorskaya-1151840-1155863.wav,don_rnd,Всё приданое. А где их брали-то? И за чего брать?  ,,
020721_VIK1941_Razdorskaya-1155863-1160204,VIK1941,1155.863,1160.204,audio_files/020721_VIK1941_Razdorskaya-1155863-1160204.wav,don_rnd,"Ведь деньги никто не получали, вот то, что уродит – виноград,  ",,
020721_VIK1941_Razdorskaya-1160204-1164261,VIK1941,1160.204,1164.261,audio_files/020721_VIK1941_Razdorskaya-1160204-1164261.wav,don_rnd,"вот тут баржи стояли. Баржи, мы ходили ещё макуху ели.  ",,
020721_VIK1941_Razdorskaya-1164261-1170886,VIK1941,1164.261,1170.886,audio_files/020721_VIK1941_Razdorskaya-1164261-1170886.wav,don_rnd,"Какую-то макуху цветную привозили. А мы рты же поразинем, там полстаницы детей,  ",,
020721_VIK1941_Razdorskaya-1170886-1175749,VIK1941,1170.886,1175.749,audio_files/020721_VIK1941_Razdorskaya-1170886-1175749.wav,don_rnd,"они же её... куда они её грузили-разгружали эту макуху, не знаем мы,  ",,
020721_VIK1941_Razdorskaya-1175749-1181590,VIK1941,1175.749,1181.59,audio_files/020721_VIK1941_Razdorskaya-1175749-1181590.wav,don_rnd,"но знаю, что виноград на Красном Яру виноград баржи стояли, виноград закупали, ",,
020721_VIK1941_Razdorskaya-1181590-1184238,VIK1941,1181.59,1184.238,audio_files/020721_VIK1941_Razdorskaya-1181590-1184238.wav,don_rnd,или меняли на что-то.  ,,
020721_VIK1941_Razdorskaya-1184229-1186806,Interviewer,1184.229,1186.806,audio_files/020721_VIK1941_Razdorskaya-1184229-1186806.wav,standart,"""Макуха"" - это что? ",,
020721_VIK1941_Razdorskaya-1186795-1198988,VIK1941,1186.795,1198.988,audio_files/020721_VIK1941_Razdorskaya-1186795-1198988.wav,don_rnd,"Ну вот масло-то делают подсолнечное, а макуха-то остаётся из семечек, жмых.  ",,
020721_VIK1941_Razdorskaya-1198988-1204545,VIK1941,1198.988,1204.545,audio_files/020721_VIK1941_Razdorskaya-1198988-1204545.wav,don_rnd,"Но та была обработанная, та без шкорок была как-то, понимаешь ты? ",,
020721_VIK1941_Razdorskaya-1204545-1209011,VIK1941,1204.545,1209.011,audio_files/020721_VIK1941_Razdorskaya-1204545-1209011.wav,don_rnd,"Или так потолчёные они были, что...  ",,
020721_VIK1941_Razdorskaya-1209011-1214386,VIK1941,1209.011,1214.386,audio_files/020721_VIK1941_Razdorskaya-1209011-1214386.wav,don_rnd,"Ну, пахла же конечно она, ну, прессованная сильно.  ",,
020721_VIK1941_Razdorskaya-1214386-1219647,VIK1941,1214.386,1219.647,audio_files/020721_VIK1941_Razdorskaya-1214386-1219647.wav,don_rnd,"А куда они тут грузили на машины увозили нуда-то, не знаю ничего.  ",,
020721_VIK1941_Razdorskaya-1219658-1223568,VIK1941,1219.658,1223.568,audio_files/020721_VIK1941_Razdorskaya-1219658-1223568.wav,don_rnd,"Ну и мужики же там кинут нам, поделим,  ",,
020721_VIK1941_Razdorskaya-1223568-1230556,VIK1941,1223.568,1230.556,audio_files/020721_VIK1941_Razdorskaya-1223568-1230556.wav,don_rnd,"перебьём, тут же сейчас камень, тут же другой, побьём, всем по куску.  ",,
020721_VIK1941_Razdorskaya-1229931-1230545,Activity,1229.931,1230.545,audio_files/020721_VIK1941_Razdorskaya-1229931-1230545.wav,don_rnd,Смеется ,,
020721_VIK1941_Razdorskaya-1230556-1236988,VIK1941,1230.556,1236.988,audio_files/020721_VIK1941_Razdorskaya-1230556-1236988.wav,don_rnd,"Уже смоктать нам на сколько дней, да, это же радость была, ты что.  ",,
020721_VIK1941_Razdorskaya-1236988-1243511,VIK1941,1236.988,1243.511,audio_files/020721_VIK1941_Razdorskaya-1236988-1243511.wav,don_rnd,"А рыбалить, рыбалить, кто, дедушка у нас рыбалил, а потом брат подрос.  ",,
020721_VIK1941_Razdorskaya-1242351-1242942,Interviewer,1242.351,1242.942,audio_files/020721_VIK1941_Razdorskaya-1242351-1242942.wav,standart,Прямо тут? ,,
020721_VIK1941_Razdorskaya-1243511-1246317,VIK1941,1243.511,1246.317,audio_files/020721_VIK1941_Razdorskaya-1243511-1246317.wav,don_rnd,"Ну, да. Возьмёт хлы́сточку,  ",,
020721_VIK1941_Razdorskaya-1246329-1250897,VIK1941,1246.329,1250.897,audio_files/020721_VIK1941_Razdorskaya-1246329-1250897.wav,don_rnd,"пойдём на огород, а огороды-то были аж шесть-пять километров, на Лебяжьем. ",,
020721_VIK1941_Razdorskaya-1250897-1255545,VIK1941,1250.897,1255.545,audio_files/020721_VIK1941_Razdorskaya-1250897-1255545.wav,don_rnd,"И вот мы поливаем с бабушкой, я и бабушка,  ",,
020721_VIK1941_Razdorskaya-1255545-1261442,VIK1941,1255.545,1261.442,audio_files/020721_VIK1941_Razdorskaya-1255545-1261442.wav,don_rnd,"а брат ловит рыбку на хлысточку, и целый бидончик наловит жирячков, ",,
020721_VIK1941_Razdorskaya-1261419-1262261,Interviewer,1261.419,1262.261,audio_files/020721_VIK1941_Razdorskaya-1261419-1262261.wav,standart,Кого? ,,
020721_VIK1941_Razdorskaya-1262236-1267579,VIK1941,1262.236,1267.579,audio_files/020721_VIK1941_Razdorskaya-1262236-1267579.wav,don_rnd,"Жирячков, ну жиряки, рыбка жирненькая маленькая, жирячки.  ",,
020721_VIK1941_Razdorskaya-1267579-1270931,VIK1941,1267.579,1270.931,audio_files/020721_VIK1941_Razdorskaya-1267579-1270931.wav,don_rnd,"Наловит тараночки, жирячков.  ",,
020721_VIK1941_Razdorskaya-1270931-1275738,VIK1941,1270.931,1275.738,audio_files/020721_VIK1941_Razdorskaya-1270931-1275738.wav,don_rnd,"Мама приходит, перемывает, перечищает,  ",,
020721_VIK1941_Razdorskaya-1275738-1281488,VIK1941,1275.738,1281.488,audio_files/020721_VIK1941_Razdorskaya-1275738-1281488.wav,don_rnd,"перекручивает на мясорубку, и котлетки, или так жарит.  ",,
020721_VIK1941_Razdorskaya-1281488-1288454,VIK1941,1281.488,1288.454,audio_files/020721_VIK1941_Razdorskaya-1281488-1288454.wav,don_rnd,"Маленькая была, ну он и сам-то ещё в школу не ходил, уже рыбалил.  ",,
020721_VIK1941_Razdorskaya-1288442-1291431,Interviewer,1288.442,1291.431,audio_files/020721_VIK1941_Razdorskaya-1288442-1291431.wav,standart,А куда ходили? Знали места специальные? Или? ,,
020721_VIK1941_Razdorskaya-1291420-1295272,VIK1941,1291.42,1295.272,audio_files/020721_VIK1941_Razdorskaya-1291420-1295272.wav,don_rnd,"А да вот садись везде, и везде они ловились, жирячки,  ",,
020721_VIK1941_Razdorskaya-1295272-1298033,VIK1941,1295.272,1298.033,audio_files/020721_VIK1941_Razdorskaya-1295272-1298033.wav,don_rnd,вот на любую лодку. Тут лодок стояло!  ,,
020721_VIK1941_Razdorskaya-1298033-1300181,VIK1941,1298.033,1300.181,audio_files/020721_VIK1941_Razdorskaya-1298033-1300181.wav,don_rnd,"У каждого хозяина лодка,  ",,
020721_VIK1941_Razdorskaya-1300181-1304136,VIK1941,1300.181,1304.136,audio_files/020721_VIK1941_Razdorskaya-1300181-1304136.wav,don_rnd,"переправлялись же на ту сторону, огороды тоже тут были, ",,
020721_VIK1941_Razdorskaya-1304136-1308136,VIK1941,1304.136,1308.136,audio_files/020721_VIK1941_Razdorskaya-1304136-1308136.wav,don_rnd,сейчас заросло всё. А то же тут огороды были.  ,,
020721_VIK1941_Razdorskaya-1308136-1314306,VIK1941,1308.136,1314.306,audio_files/020721_VIK1941_Razdorskaya-1308136-1314306.wav,don_rnd,"Вот Базковская, они все тут огороды сажали, а центр – это уж на Лебяжий.  ",,
020721_VIK1941_Razdorskaya-1314274-1318591,Interviewer,1314.274,1318.591,audio_files/020721_VIK1941_Razdorskaya-1314274-1318591.wav,standart,Ловили только на хлысточку? Или как-нибудь ещё? ,,
020721_VIK1941_Razdorskaya-1318579-1323283,VIK1941,1318.579,1323.283,audio_files/020721_VIK1941_Razdorskaya-1318579-1323283.wav,don_rnd,"Ну старые люди ловили же на сети,  сетями, да,  ",,
020721_VIK1941_Razdorskaya-1323283-1329045,VIK1941,1323.283,1329.045,audio_files/020721_VIK1941_Razdorskaya-1323283-1329045.wav,don_rnd,"а дети, детвора на хлысточку, у кого длиньше,  ",,
020721_VIK1941_Razdorskaya-1329045-1332772,VIK1941,1329.045,1332.772,audio_files/020721_VIK1941_Razdorskaya-1329045-1332772.wav,don_rnd,"лучше ловится, дальше ж закидывается.  ",,
020721_VIK1941_Razdorskaya-1332760-1335091,Interviewer,1332.76,1335.091,audio_files/020721_VIK1941_Razdorskaya-1332760-1335091.wav,standart,На что ловили? Наживка какая? ,,
020721_VIK1941_Razdorskaya-1334227-1341215,VIK1941,1334.227,1341.215,audio_files/020721_VIK1941_Razdorskaya-1334227-1341215.wav,don_rnd,"На червячка, вот червячок, копают в земле, обыкновенные.  ",,
020721_VIK1941_Razdorskaya-1341147-1346542,Interviewer,1341.147,1346.542,audio_files/020721_VIK1941_Razdorskaya-1341147-1346542.wav,standart,"Какая рыба еще ловилась? Вы говорили маленькая, а большая? ",,
020721_VIK1941_Razdorskaya-1346340-1355272,VIK1941,1346.34,1355.272,audio_files/020721_VIK1941_Razdorskaya-1346340-1355272.wav,don_rnd,"Всякая. И севрюга, и сомы. Севрюга, да, тут её много было такой,  ",,
020721_VIK1941_Razdorskaya-1348337-1349579,Interviewer,1348.337,1349.579,audio_files/020721_VIK1941_Razdorskaya-1348337-1349579.wav,standart,Севрюга? ,,
020721_VIK1941_Razdorskaya-1355272-1360067,VIK1941,1355.272,1360.067,audio_files/020721_VIK1941_Razdorskaya-1355272-1360067.wav,don_rnd,"и стерлядь, и всякая. И сейчас ловят люди, вы думаете, сейчас не ловят, что ли.  ",,
020721_VIK1941_Razdorskaya-1360067-1365011,VIK1941,1360.067,1365.011,audio_files/020721_VIK1941_Razdorskaya-1360067-1365011.wav,don_rnd,Перемёты ставят такие. Я с мужем тоже ездила рыбалила.  ,,
020721_VIK1941_Razdorskaya-1364977-1367329,Interviewer,1364.977,1367.329,audio_files/020721_VIK1941_Razdorskaya-1364977-1367329.wav,standart,Как выглядел перемёт? ,,
020721_VIK1941_Razdorskaya-1367158-1371477,VIK1941,1367.158,1371.477,audio_files/020721_VIK1941_Razdorskaya-1367158-1371477.wav,don_rnd,"Ну верёвка, к ней крючки, но не обыкновенные крючки,  ",,
020721_VIK1941_Razdorskaya-1371477-1378204,VIK1941,1371.477,1378.204,audio_files/020721_VIK1941_Razdorskaya-1371477-1378204.wav,don_rnd,"а самодельные, чтоб они вот так, вот так были. Она же катится, эта рыба,  ",,
020721_VIK1941_Razdorskaya-1378204-1385442,VIK1941,1378.204,1385.442,audio_files/020721_VIK1941_Razdorskaya-1378204-1385442.wav,don_rnd,"и за крючки цепляется. Но это запрещённая, конечно, ловля, но всё равно ловили, и
         сейчас ловят.  ",,
020721_VIK1941_Razdorskaya-1385442-1390511,VIK1941,1385.442,1390.511,audio_files/020721_VIK1941_Razdorskaya-1385442-1390511.wav,don_rnd,"И сейчас всякую рыбу ловят, а то, и сазанов, и всё. Всё есть.  ",,
020721_VIK1941_Razdorskaya-1390359-1392621,Interviewer,1390.359,1392.621,audio_files/020721_VIK1941_Razdorskaya-1390359-1392621.wav,standart,"Стерляди же, наверное, нет? ",,
020721_VIK1941_Razdorskaya-1392602-1397783,VIK1941,1392.602,1397.783,audio_files/020721_VIK1941_Razdorskaya-1392602-1397783.wav,don_rnd,"Да прямо, нету, а как же нету, а чёрную икру откуда берут?  ",,
020721_VIK1941_Razdorskaya-1397607-1400414,Interviewer,1397.607,1400.414,audio_files/020721_VIK1941_Razdorskaya-1397607-1400414.wav,standart,Не видала ,,
020721_VIK1941_Razdorskaya-1398913-1400357,Activity,1398.913,1400.357,audio_files/020721_VIK1941_Razdorskaya-1398913-1400357.wav,don_rnd,Смеется ,,
020721_VIK1941_Razdorskaya-1400355-1405988,VIK1941,1400.355,1405.988,audio_files/020721_VIK1941_Razdorskaya-1400355-1405988.wav,don_rnd,"Я тут пойдём с ним, поставим перемёт, как-то на двадцать килограмм поймали,  ",,
020721_VIK1941_Razdorskaya-1405988-1410795,VIK1941,1405.988,1410.795,audio_files/020721_VIK1941_Razdorskaya-1405988-1410795.wav,don_rnd,так мы с неё почти ведро надоили чёрной икры.  ,,
020721_VIK1941_Razdorskaya-1410783-1415405,Interviewer,1410.783,1415.405,audio_files/020721_VIK1941_Razdorskaya-1410783-1415405.wav,standart,А потом что вы с ней делаете?  ,,
020721_VIK1941_Razdorskaya-1415381-1423965,VIK1941,1415.381,1423.965,audio_files/020721_VIK1941_Razdorskaya-1415381-1423965.wav,don_rnd,"Нет. Вот доим же её, у неё же там отверстие, вот так доим, доим, выходит, выходит,
         выходит,  ",,
020721_VIK1941_Razdorskaya-1423965-1427204,VIK1941,1423.965,1427.204,audio_files/020721_VIK1941_Razdorskaya-1423965-1427204.wav,don_rnd,"потом подсаливаем, взбиваем.  ",,
020721_VIK1941_Razdorskaya-1427040-1427689,Interviewer,1427.04,1427.689,audio_files/020721_VIK1941_Razdorskaya-1427040-1427689.wav,standart,Чем? ,,
020721_VIK1941_Razdorskaya-1427642-1430324,Activity,1427.642,1430.324,audio_files/020721_VIK1941_Razdorskaya-1427642-1430324.wav,don_rnd,Вспоминает ,,
020721_VIK1941_Razdorskaya-1430283-1435374,VIK1941,1430.283,1435.374,audio_files/020721_VIK1941_Razdorskaya-1430283-1435374.wav,don_rnd,"Такие вот эти, вертушки, самодельные.  ",,
020721_VIK1941_Razdorskaya-1435374-1443079,VIK1941,1435.374,1443.079,audio_files/020721_VIK1941_Razdorskaya-1435374-1443079.wav,don_rnd,"И вот вся эта нить, которая там, вся она остаётся на этих, остаётся.  ",,
020721_VIK1941_Razdorskaya-1443079-1448829,VIK1941,1443.079,1448.829,audio_files/020721_VIK1941_Razdorskaya-1443079-1448829.wav,don_rnd,"Подсаливаем, лучку туда, постояла, завтра уже можете есть. ",,
020721_VIK1941_Razdorskaya-1448829-1454397,VIK1941,1448.829,1454.397,audio_files/020721_VIK1941_Razdorskaya-1448829-1454397.wav,don_rnd,"А кто любит, сырость если пахнет, сейчас вот, взбили, и можете есть.  ",,
020721_VIK1941_Razdorskaya-1454397-1458793,VIK1941,1454.397,1458.793,audio_files/020721_VIK1941_Razdorskaya-1454397-1458793.wav,don_rnd,У меня дети по пол-литровой банке съедали за день.  ,,
020721_VIK1941_Razdorskaya-1458703-1463113,Interviewer,1458.703,1463.113,audio_files/020721_VIK1941_Razdorskaya-1458703-1463113.wav,standart,Никогда так не ела. Только в баночке! ,,
020721_VIK1941_Razdorskaya-1463079-1468393,VIK1941,1463.079,1468.393,audio_files/020721_VIK1941_Razdorskaya-1463079-1468393.wav,don_rnd,Ложками сидят наяривают. Ну они же и были едоки.  ,,
020721_VIK1941_Razdorskaya-1468135-1473256,Interviewer,1468.135,1473.256,audio_files/020721_VIK1941_Razdorskaya-1468135-1473256.wav,standart,Как ещё рыбу готовили? ,,
020721_VIK1941_Razdorskaya-1473283-1478488,VIK1941,1473.283,1478.488,audio_files/020721_VIK1941_Razdorskaya-1473283-1478488.wav,don_rnd,"Запекали, солили, потом понавешивают...  ",,
020721_VIK1941_Razdorskaya-1478488-1481272,VIK1941,1478.488,1481.272,audio_files/020721_VIK1941_Razdorskaya-1478488-1481272.wav,don_rnd,"Кого? Сула,  ",,
020721_VIK1941_Razdorskaya-1481272-1488511,VIK1941,1481.272,1488.511,audio_files/020721_VIK1941_Razdorskaya-1481272-1488511.wav,don_rnd,"щука, это такая рыба, что на полати её повесь, она там  ",,
020721_VIK1941_Razdorskaya-1488511-1494886,VIK1941,1488.511,1494.886,audio_files/020721_VIK1941_Razdorskaya-1488511-1494886.wav,don_rnd,"и лето висит, и зимой. А зимой берут топор, рубят топором кусками, отваривают её,
          ",,
020721_VIK1941_Razdorskaya-1494886-1497233,VIK1941,1494.886,1497.233,audio_files/020721_VIK1941_Razdorskaya-1494886-1497233.wav,don_rnd,"очищают эту шкорлупу,  ",,
020721_VIK1941_Razdorskaya-1497233-1501633,VIK1941,1497.233,1501.633,audio_files/020721_VIK1941_Razdorskaya-1497233-1501633.wav,don_rnd,"на тарелки, картошки наварили, берите, какой кусок кому хочется,  ",,
020721_VIK1941_Razdorskaya-1501633-1503511,VIK1941,1501.633,1503.511,audio_files/020721_VIK1941_Razdorskaya-1501633-1503511.wav,don_rnd,и ешьте пожалуйста.  ,,
020721_VIK1941_Razdorskaya-1503442-1509094,Interviewer,1503.442,1509.094,audio_files/020721_VIK1941_Razdorskaya-1503442-1509094.wav,standart,Первые блюда готовили из рыбы? ,,
020721_VIK1941_Razdorskaya-1508170-1514670,VIK1941,1508.17,1514.67,audio_files/020721_VIK1941_Razdorskaya-1508170-1514670.wav,don_rnd,"А как же. Уху варили, уху обязательно варили.  ",,
020721_VIK1941_Razdorskaya-1514670-1522488,VIK1941,1514.67,1522.488,audio_files/020721_VIK1941_Razdorskaya-1514670-1522488.wav,don_rnd,"Уху варили не с одной рыбы, чтоб там разнорыбица была, тогда вкусная уха.  ",,
020721_VIK1941_Razdorskaya-1522442-1524806,Interviewer,1522.442,1524.806,audio_files/020721_VIK1941_Razdorskaya-1522442-1524806.wav,standart,Какая разнорыбица? ,,
020721_VIK1941_Razdorskaya-1524761-1536817,VIK1941,1524.761,1536.817,audio_files/020721_VIK1941_Razdorskaya-1524761-1536817.wav,don_rnd,"Чебак, сазан, может ёршик. Эта рыба, она даёт общий запах.  ",,
020721_VIK1941_Razdorskaya-1536817-1544227,VIK1941,1536.817,1544.227,audio_files/020721_VIK1941_Razdorskaya-1536817-1544227.wav,don_rnd,"Ну так, поставили, закипела вода, рыба готова. Кинули туда укропа пучок,  ",,
020721_VIK1941_Razdorskaya-1544227-1552590,VIK1941,1544.227,1552.59,audio_files/020721_VIK1941_Razdorskaya-1544227-1552590.wav,don_rnd,"связали ниткой, кинули туда, посолили, лука порезали, туда же покидали.  ",,
020721_VIK1941_Razdorskaya-1552590-1559181,VIK1941,1552.59,1559.181,audio_files/020721_VIK1941_Razdorskaya-1552590-1559181.wav,don_rnd,"И начинай кидать рыбу. Сначала головы кидают, головы кидают,  ",,
020721_VIK1941_Razdorskaya-1559181-1564567,VIK1941,1559.181,1564.567,audio_files/020721_VIK1941_Razdorskaya-1559181-1564567.wav,don_rnd,"а вот эту мелкую-то рыбку отдельно её отваривают, а потом туда,  ",,
020721_VIK1941_Razdorskaya-1564567-1568511,VIK1941,1564.567,1568.511,audio_files/020721_VIK1941_Razdorskaya-1564567-1568511.wav,don_rnd,"протирают её, чтоб костей не было, и туда её,  ",,
020721_VIK1941_Razdorskaya-1568442-1569397,Interviewer,1568.442,1569.397,audio_files/020721_VIK1941_Razdorskaya-1568442-1569397.wav,standart,И сливают? ,,
020721_VIK1941_Razdorskaya-1569374-1575181,VIK1941,1569.374,1575.181,audio_files/020721_VIK1941_Razdorskaya-1569374-1575181.wav,don_rnd,"и сливают туда, и она варится, вот эта крупная рыба варится, это уха.  ",,
020721_VIK1941_Razdorskaya-1575181-1583556,VIK1941,1575.181,1583.556,audio_files/020721_VIK1941_Razdorskaya-1575181-1583556.wav,don_rnd,"А потом уже, перед концом, льют вот эту перетёртую. Тогда вкусная она, конечно.  ",,
020721_VIK1941_Razdorskaya-1583397-1585306,Interviewer,1583.397,1585.306,audio_files/020721_VIK1941_Razdorskaya-1583397-1585306.wav,standart,Больше ничего не добавляют? ,,
020721_VIK1941_Razdorskaya-1585147-1589144,VIK1941,1585.147,1589.144,audio_files/020721_VIK1941_Razdorskaya-1585147-1589144.wav,don_rnd,"Нет, нет, это теперь стали картошку добавлять.  ",,
020721_VIK1941_Razdorskaya-1588675-1590102,Interviewer,1588.675,1590.102,audio_files/020721_VIK1941_Razdorskaya-1588675-1590102.wav,standart,А помидоры? ,,
020721_VIK1941_Razdorskaya-1590067-1597647,VIK1941,1590.067,1597.647,audio_files/020721_VIK1941_Razdorskaya-1590067-1597647.wav,don_rnd,"Обязательно томат, томат обязательно. Томат когда? Вода закипела – лей томат, соли,
          ",,
020721_VIK1941_Razdorskaya-1597647-1606033,VIK1941,1597.647,1606.033,audio_files/020721_VIK1941_Razdorskaya-1597647-1606033.wav,don_rnd,"и обязательно подсаливай так, чтобы она солоноватая была, потому что рыба забирает
         соль.  ",,
020721_VIK1941_Razdorskaya-1606033-1615227,VIK1941,1606.033,1615.227,audio_files/020721_VIK1941_Razdorskaya-1606033-1615227.wav,don_rnd,"И уха.  Икра же обязательно. Икра же, она же икряная рыба, икра обязательно там же.
          ",,
020721_VIK1941_Razdorskaya-1608022-1609647,Interviewer,1608.022,1609.647,audio_files/020721_VIK1941_Razdorskaya-1608022-1609647.wav,standart,"Вкусный, наверное. ",,
020721_VIK1941_Razdorskaya-1615227-1624056,VIK1941,1615.227,1624.056,audio_files/020721_VIK1941_Razdorskaya-1615227-1624056.wav,don_rnd,"Чудо, не рыба. Туда же, в уху, всё приготовленное.  ",,
